oyun oynamak için android telefon öner -> price:any; brand:none; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none; 
20000 tl'ye samsung fotoğraf telefonu -> price:20000; brand:samsung; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none;
oyun için yüksek ramli telefon -> price:any; brand:none; os:none; usage:game; ram:8; storage:none; battery:none; camera:none; screen:none;
iyi ekran ve yüksek depolama android -> price:any; brand:none; os:android; usage:none; ram:none; storage:good; battery:none; camera:none; screen:good;
iphone oyun ve depolama iyi -> price:any; brand:apple; os:ios; usage:game; ram:none; storage:good; battery:none; camera:none; screen:none;
10000 tl altı android telefon iyi kamera -> price:10000; brand:none; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none;
samsung 8 gb ramli -> price:any; brand:samsung; os:android; usage:none; ram:8; storage:none; battery:none; camera:none; screen:none;
uzun pil ömrü olan iphone -> price:any; brand:apple; os:ios; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none;
xiaomi hızlı şarj olan -> price:any; brand:xiaomi; os:android; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none;
25000 tl bütçeli android kamera iyi -> price:25000; brand:none; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none;
oyun için 256 gb hafızalı telefon -> price:any; brand:none; os:none; usage:game; ram:none; storage:256; battery:none; camera:none; screen:none;
iyi kamerası olan samsung 128 gb -> price:any; brand:samsung; os:android; usage:photo; ram:none; storage:128; battery:none; camera:good; screen:none;
15000 tl oyun ve ram iyi android -> price:15000; brand:none; os:android; usage:game; ram:8; storage:none; battery:none; camera:none; screen:none;
fotoğraf için iyi bir telefon -> price:any; brand:none; os:none; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none;
bataryası uzun giden ve hızlı android -> price:any; brand:none; os:android; usage:game; ram:none; storage:none; battery:good; camera:none; screen:none;
20000 tl altı iphone fotoğraf için -> price:20000; brand:apple; os:ios; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none;
xiaomi gaming 8 gb ram -> price:any; brand:xiaomi; os:android; usage:game; ram:8; storage:none; battery:none; camera:none; screen:none;
bataryası iyi ve ekranı büyük android -> price:any; brand:none; os:android; usage:none; ram:none; storage:none; battery:good; camera:none; screen:good;
15000 tl android telefon -> price:15000; brand:none; os:android; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none;
fotoğraf çekmek için 20000 tl altında samsung telefon -> price:20000; brand:samsung; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none;
8 gb ram oyun telefonu 30000 tl bütçe -> price:30000; brand:none; os:android; usage:game; ram:8; storage:none; battery:none; camera:none; screen:none;
15000 liralık android telefon öner -> price:15000; brand:none; os:android; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none;
15000 liralık apple telefon öner -> price:15000; brand:apple; os:ios; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none;
15000 tl lik xiaomi telefon öner -> price:15000; brand:xiaomi; os:android; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none;
bataryası iyi olan max 12000 tl android telefon öner -> price:12000; brand:none; os:android; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none;
hafızası ve bataryası iyi olan android telefon öner -> price:any; brand:none; os:android; usage:none; ram:none; storage:good; battery:good; camera:none; screen:none;
hafıza ve batarya iyi olan 6 gb ram ve üzeri olan gaming android telefon öner -> price:any; brand:none; os:android; usage:game; ram:6; storage:good; battery:good; camera:none; screen:none;
hızlı telefon performans -> price:any; brand:none; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none;
gaming telefon arıyorum -> price:any; brand:none; os:none; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none;
fotoğrafçılık için telefon -> price:any; brand:none; os:none; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none;
128 gb depolama -> price:any; brand:none; os:none; usage:none; ram:none; storage:128; battery:none; camera:none; screen:none;
pil ömrü uzun telefon -> price:any; brand:none; os:none; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none;
android 6 gb ram -> price:any; brand:none; os:android; usage:none; ram:6; storage:none; battery:none; camera:none; screen:none;
samsung kamerası iyi -> price:any; brand:samsung; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none;
iphone oyun oynamak için -> price:any; brand:apple; os:ios; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none;
xiaomi gaming 128 gb -> price:any; brand:xiaomi; os:android; usage:game; ram:none; storage:128; battery:none; camera:none; screen:none;
20000 tl bütçe oyun telefonu -> price:20000; brand:none; os:none; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none;
iyi bir ekranlı iphone -> price:any; brand:apple; os:ios; usage:none; ram:none; storage:none; battery:none; camera:none; screen:good;
fotoğraf için 256 gb hafıza -> price:any; brand:none; os:none; usage:photo; ram:none; storage:256; battery:none; camera:good; screen:none;
uzun pil ömrü olan android oyun telefonu -> price:any; brand:none; os:android; usage:game; ram:none; storage:none; battery:good; camera:none; screen:none;
15000 tl'ye samsung bataryası iyi -> price:15000; brand:samsung; os:android; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none;
8 gb ram ve iyi depolama -> price:any; brand:none; os:none; usage:none; ram:8; storage:good; battery:none; camera:none; screen:none;
android telefon kamera ve batarya iyi -> price:any; brand:none; os:android; usage:photo; ram:none; storage:none; battery:good; camera:good; screen:none;
25000 tl altında iphone kamera iyi -> price:25000; brand:apple; os:ios; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none;
oyun için bataryası iyi olan android -> price:any; brand:none; os:android; usage:game; ram:none; storage:none; battery:good; camera:none; screen:none;
samsung 128 gb depolama ve 8 gb ram -> price:any; brand:samsung; os:android; usage:none; ram:8; storage:128; battery:none; camera:none; screen:none;
xiaomi fotoğraf için 6 gb ram -> price:any; brand:xiaomi; os:android; usage:photo; ram:6; storage:none; battery:none; camera:good; screen:none;
10000 tl civarı iyi kameralı android -> price:10000; brand:none; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none;
iphone 256 gb ve batarya iyi -> price:any; brand:apple; os:ios; usage:none; ram:none; storage:256; battery:good; camera:none; screen:none;
gaming telefon 16 gb ram -> price:any; brand:none; os:none; usage:game; ram:16; storage:none; battery:none; camera:none; screen:none;
android telefon iyi ekran -> price:any; brand:none; os:android; usage:none; ram:none; storage:none; battery:none; camera:none; screen:good;
samsung oyun için 256 gb -> price:any; brand:samsung; os:android; usage:game; ram:none; storage:256; battery:none; camera:none; screen:none;
iphone 8 gb ram -> price:any; brand:apple; os:ios; usage:none; ram:8; storage:none; battery:none; camera:none; screen:none;
xiaomi fotoğraf ve 128 gb depolama -> price:any; brand:xiaomi; os:android; usage:photo; ram:none; storage:128; battery:none; camera:good; screen:none;
22000 tl android gaming telefon -> price:22000; brand:none; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none;
uzun süre kullanım için bataryası iyi telefon -> price:any; brand:none; os:none; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none;
android telefon 6 gb ram batarya iyi -> price:any; brand:none; os:android; usage:none; ram:6; storage:none; battery:good; camera:none; screen:none;
30000 tl bütçeli iphone fotoğraf -> price:30000; brand:apple; os:ios; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none;
gaming için hızlı android -> price:any; brand:none; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none;
samsung iyi depolama ve kamera -> price:any; brand:samsung; os:android; usage:photo; ram:none; storage:good; battery:none; camera:good; screen:none;
iphone 128 gb ve batarya iyi -> price:any; brand:apple; os:ios; usage:none; ram:none; storage:128; battery:good; camera:none; screen:none;
xiaomi oyun için bataryası iyi -> price:any; brand:xiaomi; os:android; usage:game; ram:none; storage:none; battery:good; camera:none; screen:none;
15000 tl'ye fotoğraf çekmek için samsung -> price:15000; brand:samsung; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none;
iyi ekranlı oyun telefonu -> price:any; brand:none; os:none; usage:game; ram:none; storage:none; battery:none; camera:none; screen:good;
256 gb hafıza ve iyi batarya android -> price:any; brand:none; os:android; usage:none; ram:none; storage:256; battery:good; camera:none; screen:none;
fotoğraf için iphone 128 gb -> price:any; brand:apple; os:ios; usage:photo; ram:none; storage:128; battery:none; camera:good; screen:none;
samsung gaming 8 gb ram -> price:any; brand:samsung; os:android; usage:game; ram:8; storage:none; battery:none; camera:none; screen:none;
android 25000 tl batarya iyi -> price:25000; brand:none; os:android; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none;
hızlı ve batarya iyi android telefon -> price:any; brand:none; os:android; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none;
16 gb ramli samsung telefon -> price:any; brand:samsung; os:android; usage:none; ram:16; storage:none; battery:none; camera:none; screen:none;
iphone fotoğraf ve uzun batarya -> price:any; brand:apple; os:ios; usage:photo; ram:none; storage:none; battery:good; camera:good; screen:none;
xiaomi kamera iyi ve 256 gb hafıza -> price:any; brand:xiaomi; os:android; usage:photo; ram:none; storage:256; battery:none; camera:good; screen:none;
10000 tl'ye oyun için android -> price:10000; brand:none; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none;
iyi depolama ve batarya iphone -> price:any; brand:apple; os:ios; usage:none; ram:none; storage:good; battery:good; camera:none; screen:none;
android telefon 8 gb ram ve iyi batarya -> price:any; brand:none; os:android; usage:none; ram:8; storage:none; battery:good; camera:none; screen:none;
samsung oyun için bataryası ve depolaması iyi -> price:any; brand:samsung; os:android; usage:game; ram:none; storage:good; battery:good; camera:none; screen:none;
20000 tl altında android gaming telefon -> price:20000; brand:none; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none;
fotoğraf ve oyun için iphone -> price:any; brand:apple; os:ios; usage:game; ram:none; storage:none; battery:none; camera:good; screen:none;
xiaomi bataryası iyi ve ekranı iyi -> price:any; brand:xiaomi; os:android; usage:none; ram:none; storage:none; battery:good; camera:none; screen:good;
15000 tl'ye iyi ekranlı android -> price:15000; brand:none; os:android; usage:none; ram:none; storage:none; battery:none; camera:none; screen:good;
gaming telefon 256 gb hafıza ve iyi batarya -> price:any; brand:none; os:none; usage:game; ram:none; storage:256; battery:good; camera:none; screen:none;
apple 16 gb ram -> price:any; brand:apple; os:ios; usage:none; ram:16; storage:none; battery:none; camera:none; screen:none;
samsung fotoğraf için batarya iyi -> price:any; brand:samsung; os:android; usage:photo; ram:none; storage:none; battery:good; camera:good; screen:none;
10000 tl'ye fotoğraf ve oyun için android -> price:10000; brand:none; os:android; usage:game; ram:none; storage:none; battery:none; camera:good; screen:none;
iphone için iyi kamera ve 8 gb ram -> price:any; brand:apple; os:ios; usage:photo; ram:8; storage:none; battery:none; camera:good; screen:none;
bataryası iyi olan android 6 gb ram -> price:any; brand:none; os:android; usage:none; ram:6; storage:none; battery:good; camera:none; screen:none;
xiaomi oyun ve 8 gb ram -> price:any; brand:xiaomi; os:android; usage:game; ram:8; storage:none; battery:none; camera:none; screen:none;
25000 tl bütçeli gaming telefon -> price:25000; brand:none; os:none; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none;
android telefon iyi ekran ve kamera -> price:any; brand:none; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:good;
samsung 16 gb ram ve iyi depolama -> price:any; brand:samsung; os:android; usage:none; ram:16; storage:good; battery:none; camera:none; screen:none;
iphone bataryası kötü olmayan -> price:any; brand:apple; os:ios; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none;
15000 tl oyun için android telefon 8 gb ram -> price:15000; brand:none; os:android; usage:game; ram:8; storage:none; battery:none; camera:none; screen:none;
fotoğraf için 256 gb hafıza ve iyi batarya -> price:any; brand:none; os:none; usage:photo; ram:none; storage:256; battery:good; camera:good; screen:none;
xiaomi fotoğraf için iyi batarya -> price:any; brand:xiaomi; os:android; usage:photo; ram:none; storage:none; battery:good; camera:good; screen:none;
20000 tl altında android kamera ve batarya iyi -> price:20000; brand:none; os:android; usage:photo; ram:none; storage:none; battery:good; camera:good; screen:none;
oyun için iyi depolama ve batarya iphone -> price:any; brand:apple; os:ios; usage:game; ram:none; storage:good; battery:good; camera:none; screen:none;
samsung 256 gb hafıza ve iyi batarya -> price:any; brand:samsung; os:android; usage:none; ram:none; storage:256; battery:good; camera:none; screen:none;
android telefon hızlı şarj ve iyi batarya -> price:any; brand:none; os:android; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none;
10000 tl'ye fotoğraf ve iyi batarya android -> price:10000; brand:none; os:android; usage:photo; ram:none; storage:none; battery:good; camera:good; screen:none;
iphone gaming 128 gb ve 8 gb ram -> price:any; brand:apple; os:ios; usage:game; ram:8; storage:128; battery:none; camera:none; screen:none;
xiaomi 16 gb ram ve iyi batarya -> price:any; brand:xiaomi; os:android; usage:none; ram:16; storage:none; battery:good; camera:none; screen:none;
25000 tl oyun için android telefon 16 gb ram -> price:25000; brand:none; os:android; usage:game; ram:16; storage:none; battery:none; camera:none; screen:none;
fotoğraf çekmek için iyi ekranlı android -> price:any; brand:none; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:good;
samsung iyi kamera ve 8 gb ram -> price:any; brand:samsung; os:android; usage:photo; ram:8; storage:none; battery:none; camera:good; screen:none;
iphone fotoğraf için 256 gb ve batarya iyi -> price:any; brand:apple; os:ios; usage:photo; ram:none; storage:256; battery:good; camera:good; screen:none;
android telefon 128 gb hafıza ve iyi kamera -> price:any; brand:none; os:android; usage:photo; ram:none; storage:128; battery:none; camera:good; screen:none;
xiaomi oyun için 256 gb hafıza -> price:any; brand:xiaomi; os:android; usage:game; ram:none; storage:256; battery:none; camera:none; screen:none;
15000 tl altında android gaming 6 gb ram -> price:15000; brand:none; os:android; usage:game; ram:6; storage:none; battery:none; camera:none; screen:none;
iyi batarya ve iyi depolama samsung -> price:any; brand:samsung; os:android; usage:none; ram:none; storage:good; battery:good; camera:none; screen:none;
iphone 8 gb ram ve batarya iyi -> price:any; brand:apple; os:ios; usage:none; ram:8; storage:none; battery:good; camera:none; screen:none;
android fotoğraf ve batarya iyi olan 256 gb -> price:any; brand:none; os:android; usage:photo; ram:none; storage:256; battery:good; camera:good; screen:none;
20000 tl oyun için iphone -> price:20000; brand:apple; os:ios; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none;
xiaomi bataryası iyi ve 128 gb hafıza -> price:any; brand:xiaomi; os:android; usage:none; ram:none; storage:128; battery:good; camera:none; screen:none;
10000 tl'ye android 8 gb ram -> price:10000; brand:none; os:android; usage:none; ram:8; storage:none; battery:none; camera:none; screen:none;
samsung gaming 16 gb ram ve iyi batarya -> price:any; brand:samsung; os:android; usage:game; ram:16; storage:none; battery:good; camera:none; screen:none;
iphone fotoğraf için depolama iyi -> price:any; brand:apple; os:ios; usage:photo; ram:none; storage:good; battery:none; camera:good; screen:none;
android telefon 16 gb ram ve iyi depolama -> price:any; brand:none; os:android; usage:none; ram:16; storage:good; battery:none; camera:none; screen:none;
xiaomi oyun için iyi ekran -> price:any; brand:xiaomi; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:good;
25000 tl altında samsung fotoğraf ve oyun -> price:25000; brand:samsung; os:android; usage:game; ram:none; storage:none; battery:none; camera:good; screen:none;
iphone batarya ve ekran iyi -> price:any; brand:apple; os:ios; usage:none; ram:none; storage:none; battery:good; camera:none; screen:good;
android telefon 128 gb hafıza ve iyi batarya -> price:any; brand:none; os:android; usage:none; ram:none; storage:128; battery:good; camera:none; screen:none;
samsung fotoğraf için 256 gb hafıza -> price:any; brand:samsung; os:android; usage:photo; ram:none; storage:256; battery:none; camera:good; screen:none;
30000 tl bütçeli iphone gaming -> price:30000; brand:apple; os:ios; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none;
xiaomi fotoğraf için iyi depolama -> price:any; brand:xiaomi; os:android; usage:photo; ram:none; storage:good; battery:none; camera:good; screen:none;
15000 tl android gaming telefon 256 gb -> price:15000; brand:none; os:android; usage:game; ram:none; storage:256; battery:none; camera:none; screen:none;
iyi kamera ve iyi batarya iphone -> price:any; brand:apple; os:ios; usage:photo; ram:none; storage:none; battery:good; camera:good; screen:none;
android telefon 8 gb ram ve 256 gb hafıza batarya iyi -> price:any; brand:none; os:android; usage:none; ram:8; storage:256; battery:good; camera:none; screen:none;
samsung oyun için 16 gb ram ve 256 gb hafıza -> price:any; brand:samsung; os:android; usage:game; ram:16; storage:256; battery:none; camera:none; screen:none;
20000 tl'ye iphone fotoğraf ve oyun -> price:20000; brand:apple; os:ios; usage:game; ram:none; storage:none; battery:none; camera:good; screen:none;
xiaomi bataryası iyi ve hızlı şarj -> price:any; brand:xiaomi; os:android; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none;
10000 tl'ye android oyun ve iyi batarya -> price:10000; brand:none; os:android; usage:game; ram:none; storage:none; battery:good; camera:none; screen:none;
iyi ekran ve yüksek ram android -> price:any; brand:none; os:android; usage:none; ram:8; storage:none; battery:none; camera:none; screen:good;
iphone gaming iyi batarya ve depolama -> price:any; brand:apple; os:ios; usage:game; ram:none; storage:good; battery:good; camera:none; screen:none;
samsung fotoğraf ve 16 gb ram -> price:any; brand:samsung; os:android; usage:photo; ram:16; storage:none; battery:none; camera:good; screen:none;
android telefon oyun için 128 gb hafıza -> price:any; brand:none; os:android; usage:game; ram:none; storage:128; battery:none; camera:none; screen:none;
xiaomi fotoğraf için 8 gb ram ve iyi batarya -> price:any; brand:xiaomi; os:android; usage:photo; ram:8; storage:none; battery:good; camera:good; screen:none;
25000 tl altında android gaming 16 gb ram -> price:25000; brand:none; os:android; usage:game; ram:16; storage:none; battery:none; camera:none; screen:none;
iphone fotoğraf için iyi ekran ve batarya -> price:any; brand:apple; os:ios; usage:photo; ram:none; storage:none; battery:good; camera:good; screen:good;
samsung bataryası iyi ve ekranı büyük -> price:any; brand:samsung; os:android; usage:none; ram:none; storage:none; battery:good; camera:none; screen:good;
android telefon 6 gb ram ve 128 gb hafıza batarya iyi -> price:any; brand:none; os:android; usage:none; ram:6; storage:128; battery:good; camera:none; screen:none;
xiaomi oyun için 16 gb ram ve iyi batarya -> price:any; brand:xiaomi; os:android; usage:game; ram:16; storage:none; battery:good; camera:none; screen:none;
15000 tl'ye iphone fotoğraf ve batarya iyi -> price:15000; brand:apple; os:ios; usage:photo; ram:none; storage:none; battery:good; camera:good; screen:none;
gaming telefon 8 gb ram ve iyi ekran -> price:any; brand:none; os:none; usage:game; ram:8; storage:none; battery:none; camera:none; screen:good;
android telefon 256 gb hafıza ve iyi kamera -> price:any; brand:none; os:android; usage:photo; ram:none; storage:256; battery:none; camera:good; screen:none;
samsung oyun için 8 gb ram ve iyi depolama -> price:any; brand:samsung; os:android; usage:game; ram:8; storage:good; battery:none; camera:none; screen:none;
iphone bataryası iyi ve ekranı büyük -> price:any; brand:apple; os:ios; usage:none; ram:none; storage:none; battery:good; camera:none; screen:good;
xiaomi fotoğraf ve oyun için bataryası iyi -> price:any; brand:xiaomi; os:android; usage:game; ram:none; storage:none; battery:good; camera:good; screen:none;
20000 tl altında android oyun ve batarya iyi -> price:20000; brand:none; os:android; usage:game; ram:none; storage:none; battery:good; camera:none; screen:none;
samsung fotoğraf için 8 gb ram ve iyi batarya -> price:any; brand:samsung; os:android; usage:photo; ram:8; storage:none; battery:good; camera:good; screen:none;
android telefon gaming 16 gb ram ve iyi depolama -> price:any; brand:none; os:android; usage:game; ram:16; storage:good; battery:none; camera:none; screen:none;
iphone 256 gb hafıza ve iyi ekran -> price:any; brand:apple; os:ios; usage:none; ram:none; storage:256; battery:none; camera:none; screen:good;
xiaomi oyun için bataryası iyi ve ekranı iyi -> price:any; brand:xiaomi; os:android; usage:game; ram:none; storage:none; battery:good; camera:none; screen:good;
15000 tl'ye android fotoğraf ve batarya iyi -> price:15000; brand:none; os:android; usage:photo; ram:none; storage:none; battery:good; camera:good; screen:none;
samsung gaming 256 gb hafıza ve iyi batarya -> price:any; brand:samsung; os:android; usage:game; ram:none; storage:256; battery:good; camera:none; screen:none;
iphone fotoğraf için 8 gb ram ve 256 gb hafıza -> price:any; brand:apple; os:ios; usage:photo; ram:8; storage:256; battery:none; camera:good; screen:none;
android telefon 6 gb ram ve iyi ekran -> price:any; brand:none; os:android; usage:none; ram:6; storage:none; battery:none; camera:none; screen:good;
xiaomi fotoğraf ve 16 gb ram -> price:any; brand:xiaomi; os:android; usage:photo; ram:16; storage:none; battery:none; camera:good; screen:none;
25000 tl bütçeli samsung fotoğraf ve batarya iyi -> price:25000; brand:samsung; os:android; usage:photo; ram:none; storage:none; battery:good; camera:good; screen:none;
iphone oyun için 16 gb ram ve batarya iyi -> price:any; brand:apple; os:ios; usage:game; ram:16; storage:none; battery:good; camera:none; screen:none;
android telefon gaming 8 gb ram ve 128 gb hafıza -> price:any; brand:none; os:android; usage:game; ram:8; storage:128; battery:none; camera:none; screen:none;
xiaomi bataryası iyi ve hafızası iyi olan -> price:any; brand:xiaomi; os:android; usage:none; ram:none; storage:good; battery:good; camera:none; screen:none;
10000 tl'ye iphone fotoğraf ve 128 gb hafıza -> price:10000; brand:apple; os:ios; usage:photo; ram:none; storage:128; battery:none; camera:good; screen:none;
samsung oyun için 16 gb ram ve batarya iyi -> price:any; brand:samsung; os:android; usage:game; ram:16; storage:none; battery:good; camera:none; screen:none;
android telefon gaming 256 gb hafıza ve iyi ekran -> price:any; brand:none; os:android; usage:game; ram:none; storage:256; battery:none; camera:none; screen:good;
iphone fotoğraf ve oyun için 256 gb hafıza -> price:any; brand:apple; os:ios; usage:game; ram:none; storage:256; battery:none; camera:good; screen:none;
xiaomi fotoğraf için iyi ekran ve batarya -> price:any; brand:xiaomi; os:android; usage:photo; ram:none; storage:none; battery:good; camera:good; screen:good;
20000 tl bütçeli android 8 gb ram ve iyi depolama -> price:20000; brand:none; os:android; usage:none; ram:8; storage:good; battery:none; camera:none; screen:none;
samsung batarya ve ekran iyi olan oyun telefonu -> price:any; brand:samsung; os:android; usage:game; ram:none; storage:none; battery:good; camera:none; screen:good;
uygun fiyatlı android telefon -> price:any; brand:none; os:android; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none;
yüksek performanslı oyun telefonu -> price:any; brand:none; os:none; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none;
en iyi kamera iphone -> price:any; brand:apple; os:ios; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none;
bütçe 17000 tl android -> price:17000; brand:none; os:android; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none;
samsung fotoğraf için 128 gb -> price:any; brand:samsung; os:android; usage:photo; ram:none; storage:128; battery:none; camera:good; screen:none;
iphone 12 gb ram -> price:any; brand:apple; os:ios; usage:none; ram:12; storage:none; battery:none; camera:none; screen:none;
xiaomi batarya canavarı -> price:any; brand:xiaomi; os:android; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none;
oyun için 256 gb depolama -> price:any; brand:none; os:none; usage:game; ram:none; storage:256; battery:none; camera:none; screen:none;
iyi ekranlı samsung oyun telefonu -> price:any; brand:samsung; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:good;
bütçe fark etmez kamerası iyi android -> price:any; brand:none; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none;
15000 tl civarı pil ömrü uzun android -> price:15000; brand:none; os:android; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none;
6 gb ramli iphone oyun için -> price:any; brand:apple; os:ios; usage:game; ram:6; storage:none; battery:none; camera:none; screen:none;
fotoğraf ve oyun için xiaomi -> price:any; brand:xiaomi; os:android; usage:game; ram:none; storage:none; battery:none; camera:good; screen:none;
512 gb hafızalı telefon -> price:any; brand:none; os:none; usage:none; ram:none; storage:512; battery:none; camera:none; screen:none;
android telefon büyük ekran -> price:any; brand:none; os:android; usage:none; ram:none; storage:none; battery:none; camera:none; screen:good;
20000 tl'ye iyi performanslı android -> price:20000; brand:none; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none;
selfie çekmek için samsung -> price:any; brand:samsung; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none;
iphone bataryası iyi ve ekranı iyi -> price:any; brand:apple; os:ios; usage:none; ram:none; storage:none; battery:good; camera:none; screen:good;
xiaomi gaming iyi depolama -> price:any; brand:xiaomi; os:android; usage:game; ram:none; storage:good; battery:none; camera:none; screen:none;
10000 tl'ye kadar android gaming -> price:10000; brand:none; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none;
8 gb ramli ve bataryası uzun giden telefon -> price:any; brand:none; os:none; usage:none; ram:8; storage:none; battery:good; camera:none; screen:none;
android telefon kamera ve depolama iyi -> price:any; brand:none; os:android; usage:photo; ram:none; storage:good; battery:none; camera:good; screen:none;
25000 tl civarı iphone fotoğraf -> price:25000; brand:apple; os:ios; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none;
samsung uzun pil ömrü ve iyi ekran -> price:any; brand:samsung; os:android; usage:none; ram:none; storage:none; battery:good; camera:none; screen:good;
oyun için güçlü android telefon -> price:any; brand:none; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none;
128 gb hafıza ve iyi batarya android -> price:any; brand:none; os:android; usage:none; ram:none; storage:128; battery:good; camera:none; screen:none;
xiaomi fotoğraf için uygun fiyatlı -> price:any; brand:xiaomi; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none;
15000 tl'ye iyi ekranlı oyun telefonu -> price:15000; brand:none; os:none; usage:game; ram:none; storage:none; battery:none; camera:none; screen:good;
iphone 12 gb ram ve batarya iyi -> price:any; brand:apple; os:ios; usage:none; ram:12; storage:none; battery:good; camera:none; screen:none;
samsung gaming yüksek ram -> price:any; brand:samsung; os:android; usage:game; ram:8; storage:none; battery:none; camera:none; screen:none;
android telefon kamerası iyi olan -> price:any; brand:none; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none;
fotoğraf için iyi batarya ve depolama -> price:any; brand:none; os:none; usage:photo; ram:none; storage:good; battery:good; camera:good; screen:none;
20000 tl'ye gaming iphone 128 gb -> price:20000; brand:apple; os:ios; usage:game; ram:none; storage:128; battery:none; camera:none; screen:none;
xiaomi iyi kamera ve 8 gb ram -> price:any; brand:xiaomi; os:android; usage:photo; ram:8; storage:none; battery:none; camera:good; screen:none;
256 gb hafızalı android oyun telefonu -> price:any; brand:none; os:android; usage:game; ram:none; storage:256; battery:none; camera:none; screen:none;
samsung fotoğraf ve depolama iyi -> price:any; brand:samsung; os:android; usage:photo; ram:none; storage:good; battery:none; camera:good; screen:none;
iphone bataryası iyi olan ve 256 gb -> price:any; brand:apple; os:ios; usage:none; ram:none; storage:256; battery:good; camera:none; screen:none;
android telefon iyi performans -> price:any; brand:none; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none;
18000 tl'ye iyi kamera android -> price:18000; brand:none; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none;
xiaomi oyun için uzun pil ömrü -> price:any; brand:xiaomi; os:android; usage:game; ram:none; storage:none; battery:good; camera:none; screen:none;
6 gb ramli ve bataryası kötü olmayan telefon -> price:any; brand:none; os:none; usage:none; ram:6; storage:none; battery:good; camera:none; screen:none;
samsung oyun için 128 gb hafıza -> price:any; brand:samsung; os:android; usage:game; ram:none; storage:128; battery:none; camera:none; screen:none;
iphone fotoğraf ve 16 gb ram -> price:any; brand:apple; os:ios; usage:photo; ram:16; storage:none; battery:none; camera:good; screen:none;
android telefon geniş ekran -> price:any; brand:none; os:android; usage:none; ram:none; storage:none; battery:none; camera:none; screen:good;
22000 tl bütçeli gaming android 8 gb ram -> price:22000; brand:none; os:android; usage:game; ram:8; storage:none; battery:none; camera:none; screen:none;
